key,smu,score,heading,category,date,description
S002,5493,60,Camp Llano Grande Soldiers Waiting for the Train,Camp Llano Grande,1916,"In this postcard, soldiers are waiting for the train at Camp Llano Grande Station.  Four of the horse stables can be seen behind the station in the center.  The station was built from palm trees covered by a palm frond roof.  Note that the supporting poles are entire living palm trees.   

A visitor to the camp found it to be an active military outpost in the South Texas wilderness. 'Last night a rattlesnake measuring seven feet was killed, and tarantulas are as common as spiders. I think I never saw a busier place', she wrote. 'Bugle at 5:30 a.m. Taps at 10 p.m. Baseball games, and the boys raised money for a piano and it is going all day and night.' [45]"
V001,5532,60,Passenger Depot Served 50 Years Demolished in 1968,Infrastructure,1930,"This postcard depicts a beautiful view looking north on Missouri Street towards the Mercedes Railroad Depot. The Missouri Pacific Railroad (MoPac) purchased the railroad in 1924 and demolished the original depot to construct the new one pictured here in 1928. The depot provided passenger service throughout the Great Depression and both World Wars, but business began to decline in the late 1940s. In its final years, the train was part of the Spider Web passenger lines that crisscrossed the valley. The last passenger train left Mercedes on August 11, 1955, marking the end of the era of passenger trains in the Rio Grande Valley. [95] MoPac finally demolished the depot  in 1968. "
N001,5353,60,Mercedes Hotel Was Vital to Mercedes Business and Social Life,Mercedes Hotel,1916,"Mercedes Hotel opened in 1906 and was one of the first buildings constructed in the new town. For  several decades it was the center of Mercedes business and social life.  The hotel changed ownership several times during its 45 year history before being demolished in the early 1950s, a victim of consumer preference for motels with modern amenities such as parking and kitchenettes.

This early view shows women strolling the hotel grounds in elegant 1920s fashions. The image was produced using the Colortone printing technique which colorizes black-and-white photographs. The women appear to have been superimposed onto the original photograph.
"
L014,5319,61,Originally the Elks Club on Missouri Avenue,Industry,1928,"The first of several Mercedes buildings designed by architect R. Newell Waters [4], the entrance of the Elks Club Building features ornamental brick work, a detailed arched doorway, and Mediterranean light fixtures, and a large clock above the door. The exterior was brick covered stucco and the roof was red tile. Inside, the lodge featured social rooms, library, shower baths, a ballroom and a roof garden. 

Upon completion of the building in 1928, the newspaper reported  'The building with its spacious corner lot represents a total investment of 65,000 dollars and is one of the most handsome fraternal lodge homes south of San Antonio. It is of beautiful architectural design and modern in all of its appointments. The interior has been neatly and artistically decorated and it now awaits furnishing.' [65][66] "
K002,5345,65,"Cover Girl Contestants, RGV Livestock Show of Mercedes",Entertainment,1955,"The  earliest mention of a livestock show in a Mercedes newspaper appeared in the Mercedes Tribune in 1914: Help demonstrate what the Lower Rio Grande Valley can do in agriculture, horticulture, and livestock by exhibiting your best products at the Rio Grande Live Stock Show and Fair at Mercedes, October 8, 9, and 10...  [63] 

The livestock show became an annual event that featured the Cover Girl Beauty contest. The fortunate contest winner's photograph was featured on the livestock show's cover, hence the name Cover Girl. The 1955 Cover Girl  winners are featured in this postcard. The Ad copy on the back of the postcard reads: SUPPORT YOUR CHURCH for a BETTER U.S.A. A few of the girls featured in the  Cover Girl Contest conducted each year in the Valley Livestock Show and Rodeo, Mercedes, Texas, in the Rio Grande Valley of South Texas.  "
N002,5332,65,Mercedes Hotel Postcard Was Produced with Colortone Technology,Mercedes Hotel,1916,"This photograph depicts two men strolling Mercedes Hotel's lushly landscaped grounds. The landscaping featured plants that required little water - a large mesquite tree,  a small palm, and pampas grass.  The color card was produced using Colortone techniques from black and white photographs.  The hotel was the city’s showcase venue for business meetings and social events for several decades. "
K003,5338,66,"Cover Girl Contest Winners, RGV Livestock Show of Mercedes ",Entertainment,1955,"In 1949, the Rio Grande Valley Livestock Show moved to its current location at 1000 North Texas in Mercedes.  This postcard shows the1955 Cover Girl Beauty Contest winners. The copy on the back of the postcard reads: The four top winners in the Cover Girl Contest held annually at Mercedes, Texas, during the Lower Rio Grande Valley Livestock Show. The entire Valley joins Mercedes each year in the celebration of their event.

 In addition to being members of either FFA or 4-H, Cover Girl contestants were required to have an animal or agricultural project entered in the livestock show.  The Rio Grande Valley Livestock Show and the Cover Girl beauty contest are still held annually today, in 2023."
V002,5528,70,"Mercedes Hotel Opened in 1906, Demolished in early 1950s",Mercedes Hotel,1930,"The Mercedes Hotel was once a showcase for the city, but consumer preference for automobile travel and motor hotels led to its decline.  Its final owner was the Hotel Supply Company, which ordered its closing in late 1951. In February 1952, the hotel and its furnishings were sold to separate buyers. L.S. Blunt of Mercedes bought the land for $39,000, J.F. Riley of Mercedes bought the building for $1,000, and various buyers purchased the furnishings for a total of $1,447. Blunt announced that he planned to sell the land to an oil company for a gas station. [32] 

The hotel was demolished shortly thereafter. The Bazaar Gas Station occupied the western portion of the hotel's former site for many years. Today, a bank and parking lot stand on the site of this once-grand hotel."
U014,5508,70,Soldiers Resting under Palapa at Llano Grande National Guard Camp,Camp Llano Grande,1916,"This image shows Llano Grande Camp and the horse drawn military wagons there. Soldiers are resting in the shade of the palapa train station. Camp Llano Grande was one of the military installations established along the Mexican border defined by the Rio Grande River. Their job was to protect the United States from cross border raids.  The border area was divided into sectors, and each sector was defended by the nearest military camp. Monitoring from observation posts at strategic locations, the soldiers at Llano Grande stood ready to defend their sector from attack. [90]"
C004,5186,70,What Became of Mercedes City Park and the Band Stand?,City Park,1928,"On March 14, 1950, the city of Mercedes auctioned off the park land for $31,000 to Lloyd and Elmer Bentsen for commercial development. The lovely park was replaced by a gas station, Ferg's Foodland grocery, and Anthony's Department Store. [31] Lloyd Bentsen later became a four-term United States Senator (1971–1993) Texas and the Democratic Party nominee for vice president in 1988.   

G.G. Garcia, an early resident of Mercedes, became the city secretary in 1968. He recalls finding documents revealing that the city had the option to reclaim the park land from the Bentsens after 20 years, but the option had expired in April 1968, three months before he was appointed city secretary. The bandstand in the park sat on private property for many years, discarded like many other treasures of Mexican culture and the past. [92]"
O103,none,70,Downtown Businesses Advertised in English and Spanish,Downtown,1925,"This postcard depicts the business district of Downtown Mercedes around 1918. In contrast to five years earlier, no horse-drawn carriages are seen. On the left, a clothing store advertises 'Ropa, Calzado, Sombreros' and a banner displaying 'July Clearance Sale, Hoy La Barata, Now Going on'. Across the street is Madden Pharmacy, and the Hidalgo County Bank with a sign displaying 'Oldest State Bank in the Valley, Guaranty State Fund'. Next to that is the 'Gen. Merchandise, The Big Store'' In the distance, the Mercedes Hotel and City Park are visible, surrounded by palm trees."
B007,5165,70,Mercedes Father and Son in Mule Drawn Cart,Ranch,1907,"Father and son driving in a mule drawn wagon, a typical form of transportation in the early days of Mercedes. The small pen probably contains an animal as the wagon is lined with hay. There is a large Prickly Pear Cactus in the foreground."
E002,5329,70,El Fusti Syphon - Concrete Drain Under Mercedes Main Canal,Irrigation,1914,"The American Irrigation and Land Company introduced the use of concrete in canal construction in the lower Rio Grande Valley. Concrete was a key technological advance in the construction of many canal components, including head gates, siphons, drains, and flumes.  The use of concrete allowed for the construction of larger and more complex canals than would have been possible with other materials. This, in turn, allowed for the irrigation of more land and the production of more crops. The use of concrete also made the canals more durable, which reduced the need for maintenance and repairs. The introduction of concrete  had a significant impact on the development of the lower Rio Grande Valley.
 [24]"
T001,5520,70,Potential land buyers in cornfield near Mercedes,Agriculture,1918,Large group of adults and children standing in field of tall corn. It is not clear whether they are the farmers or potential land buyers touring local farms. During the early 1900s development companies purchased large tracks of acreage and promoted Mercedes by luring northern settlers to the area with extensive publicity campaigns. They also transported prospective buyers to the area via railroad and gave them whirlwind tours of the surrounding Rio Grande Valley area. [26]
G001,5364,70,Valley Industries Was Largest Beverage Producer in the  Valley,Industry,1928,"Production of beverages from citrus was a major industry in the Mercedes area.  Valley Industries, located between Mercedes and Weslaco, produced beverages such as Delaware Punch.

Even industrial buildings included Mission Revival architecture features such as the parapets which crown the exterior walls of the Valley Industry buildings seen in this postcard.

The advertisement on the back of this card says: The Valley Home of Delaware Punch. The largest Beverage plant in South Texas where only pure food beverages are manufactured. Volume at this plant makes it possible to market beverages with a fruit base to retail at five cents per bottle."
L001,5358,70,Magnificent Mission Revival Style Graham School Built in 1921,Schools,1940,"This building was built in 1921 and was originally called South School. It was renamed after Leo R. Graham, the superintendent of Mercedes schools from 1941 to 1951, in the 1950s. The school is an outstanding example of Mission Revival architecture, with its distinctive bell tower and parapets on each front wall. It was constructed with stucco, plaster, and brick by skilled masons. As of 2023, the building remains standing, but it is in a state of disrepair and requires restoration.[27]

A second school called the North School served the children living on the North side of town. The North School was later renamed John F. Kennedy Elementary School. [27]"
R128,none,75,Mercantile Store Owned by Amador Fernandez of Toluca Ranch,Downtown,1920,"In this early Mercedes scene looking north on Texas Avenue, the Empire Theater is seen on the right side of the street next to the columns of the First National Bank. The Empire changed to the Capitol Theater after the hurricane of 1933, and later to the State Theater. Across the street on the corner is the mercantile store owned by Amador Fernandez of the Toluca Ranch. The Fernandez Mercantile store was an important source of goods for early residents, and was likely the earliest store in Mercedes. [27]"
I007,5362,80,German Gothic Style Mercedes  City Hall Was Constructed in 1928,Infrastructure,1930,"The German Gothic style structure was built in 1928 for the Mercedes City Hall and fire station. Constructed of red brick, it features a copper cupola to house the fire alarm, cast stone detailing, and a gabled roof. The second floor was a town meeting room and firemen's dormitory. The building was the third of five Mercedes area structures designed by architect R. Newell Waters. [4] The building still stands today and provides administrative offices for the City of Mercedes."
C001,5155,80,State Theater and First National Bank in the Prosperous Late 1920s,Downtown,1928,"Looking northeast from the intersection of Texas Avenue and 4th Street in Mercedes, the First National Bank and the Empire Theater were on the right. The theater was renamed the State Theater after the hurricane of 1933. [27] The First National Bank building had an opulent interior with polished marble columns and counters. Both buildings still stand today, in 2023.  On the lower left is mercantile store belonging to  Amador Fernandez who also owned Toluca Ranch.[27]

The locally manufactured street lights installed around 1920 were apparently not up to standard, as they were replaced in 1928 with new fixtures manufactured by Union Metals Corporation. The new style was popular in the 1920s and is available today in the nostalgia line of the same company."
U011,5534,80,Prickly Pear Cactus and Mesquite Trees near Mercedes ,Nature,1913,"The postcard depicts a man and woman standing in front of mesquite trees and a large prickly pear cactus near Mercedes. Both are wearing sun hats. The man is holding a hose and watering the plants. 

Prickly Pear belongs to the genus Optunia, a group of plants known for their flavorful fruit and showy flowers. The Texas prickly pear was used extensively by indigenous people for food, medicine, a source of needles, containers, and water. The large green pads are called nopales and the fruit are called tunas. Both are edible and commonly used as an ingredient in Mexican cuisine. Nopales have a thick and meaty texture with a mild flavor. The tunas are sour but tasty when sweetened. [76]"
G002,5335,80,Valley Industries  Produced Delaware Punch and other Soft Drinks,Industry,1928,"The advertisement on the back of this advertising card describes the products of the Valley Industries of Mercedes: 'Pure cane sugar, triple filtered water and only ingredients that actually come from the citrus fruits is the reason why we are compelled to have such large warehouses and so many delivery trucks to cover the entire valley'."
E105,none,80,"Mercedes Irrigation Pump Plant, View from River",Irrigation,1912,"This postcard depicts the Mercedes Irrigation Pump Plant from across the Rio Grande River. The main water intake, located on the far left, lifed water from the river into the plant. The irrigation pump plant is still in operation today.  The pumps installed in the early days have been replaced with modern ones, and the building has also been modernized. [24]"
U002,5531,80,Camp Llano Grande North Dakota Unit,Camp Llano Grande,1916,"This postcard presents a bird's-eye view of the 1st North Dakota Infantry at Camp Llano Grande which was located West of Mercedes. Enlisted men lived in military tents in a field. The two rows of identical buildings to the left were the stables for the horses, and beyond them, the small homes that provided officer housing. Farms growing crops surrounded the area.  Soldiers from Indiana, Nebraska, Minnesota, and North Dakota were stationed at the camp from 1916 - 1917. [13]

By the end of 1917, border raids had largely ceased. Diplomatic negotiations between the Mexican and U.S. governments were progressing on a positive note.  Although Villa had never been caught, the efforts were proclaimed to be a success since Villa’s followers had scattered.  Llano Grande troops broke camp and returned home to were redeployed to other assignments. [90]"
L004,5359,80,Mercedes Graham School and Gym Building Feature Noteworthy Architecture,Schools,1940,"This group of  Mercedes school buildings includes the Graham School on the right and the Gymnasium Cafeteria complex on the left. The Graham School served as the high school when first built in 1921. It was converted to a grade school when the new high school was built a decade later across the street. The Spanish Revival style Gymnasium Cafeteria complex, built in 1931, was the second school in the Rio Grande 'Valley to have an indoor basketball court. The local paper boasted that 'dressing rooms for boys and girls are equipped with showers, lockers, and baskets for gymnasium suites.' These architectural gems stand today in 2023, nearly a century after their construction. [27][54]"
U004,5509,80,Mercedes Ranch Family Making Tortillas in Outdoor Kitchen,Ranch,1916,"This postcard provides a glimpse into life of a family living in a jacale home on a ranch near Mercedes. Jacale homes often had a ramada (grass arbor) for cooking and mealtime.  Here two women are busy preparing tortillas, a staple food in Mexican cuisine. The woman in the center is rolling corn masa dough into flat tortillas. There is a bucket of water and a cup in front of her. The woman on the left is cooking the tortillas on a wood-fired grill. A large basket of prepared tortillas on a stack of wood is placed between them.  A group of children stand to the right, one of them holding a small dog or cat. [2]"
Q010,5464,85,Nuevo Record Company Publicity Postcard from Mercedes Band,Entertainment,1960,"Publicity postcard for Mercedes native Gilberto Perez y Sus Compardres on their trip to Florida in the 1960s.  Gilberto Pérez founded his band in 1959 and it became one of the most renowned bands in the Conjunto music genre. Gilberto said that many of his songs reflect on his life in Mercedes.  For 60 years, he and his band toured throughout the United States and Mexico to packed dance halls at many events. He was celebrated with special honors, including induction into the Texas Conjunto Music Hall of Fame and Museum, and shared the stage with almost every major figure in Tejano and Conjunto music during his career. [64]"
A007,5482,90,Century Plants Thrive in the Rio Grande Valley,Nature,1914,"The postcard shows a grove of century plants and mesquite trees, along with a skinny cow.   Century plants are a species of flowering plant native to Mexico and South Texas. The century plants in the image here appear to  have been planted in a row to enclose livestock. 

Century plants, scientifically named Agave American, live for 10 to 25 years before using of all of their reserves to produce a magnificent flower stalk that can grow up to 15 feet tall.  The 'century' is an exaggeration.  The original plant then dies, but is replaced by small offshoots around the base. [76]  Century plants are one of several agave species that can be used to make tequila-like liquors. However, true tequila is made from blue agave, also known as Agave tequilana."
S003,5461,90,Camp Llano Grande Wagons Were Powered by Four Horse Teams,Camp Llano Grande,1916,"In the early 19th century, gas-powered vehicles were not yet used in military operations. Horse-drawn wagons, like these at Camp Llano Grande, were used to transport supplies and equipment for military operations. Each wagon was pulled by a team of four horses. [86]  The Army was responsible for supplying the camp's horses.  The National Guard troops at Llano Grande were dissatisfied with the quanitity and quality of the horses, and claimed that the Army kept the best equine stock for themselves.[90]"
R021,5482,90,Assortment of Livestock Animals on Area Ranch near Mercedes,Ranch,1912,"An assortment of animals - sheep, cows, goats, mules, turkeys and chickens - feed harmoniously amidst the mesquite on a Mercedes area ranch. The area around Mercedes was well suited for ranching. It was was too dry to grow large quantities of crops prior to the introduction of irrigation[1]. 

Before the arrival of the railroad in 1905, much of the livestock ranching trade in the American Southwest was with Mexico. This was because the interior United States markets were not accessible by transportation. Shipping products by sea was expensive and slow, so it was more efficient to trade with Mexico. The railroad made it possible to ship goods more quickly and cheaply to the interior United States, one of the many factors which led to a decline in the livestock ranching trade with Mexico."
F003,5343,90,Mercedes Junior High School Built in 1926 Had Largest Auditorium in the RGV ,Schools,1950,"This structure, which still stands on Ohio Street, served as Mercedes Junior High School for over 70 years.   When construction was delayed, the local newspaper reported 'Lack of workmen has held up the contractors to a considerable extent during cotton picking season, but men are gradually returning to work and better progress may be expected...'When construction was completed in 1926, its auditorium was the largest in the Rio Grande Valley, with a seating capacity of 1,200 and a balcony.[70][72]  The school auditorium has been the site of many plays, school assemblies, and public events over the years. The building is still standing today and is used for various purposes by the school district."
I002,5328,90,The Telephone Office Building on Missouri Avenue in Mercedes,Infrastructure,1940,"The appealing red-brick Telephone Office Building was constructed on Missouri Avenue. It was the third structure in the Mercedes area designed by architect R. Newell Waters. [4]The building housed the local telephone exchange and the Rio Grande Valley offices for the Telephone Company. It was 34 feet by 50 feet in size and featured a large garage in the rear. The cost to build was approximately $12,000. The structure was demolished at some point and replaced by a new AT&T building that now occupies the same site on Missouri Avenue. As of 2023, four other Newell Waters-designed buildings remain standing in Mercedes. [55]

Until the 1970s, many residents living in rural areas of Mercedes had 'party line' phone service which shared a phone number with other households.  Users could overhear conversations if they picked up the phone while it was being used by a neighbor."
E003,5151,90,Mercedes Main Canal Looking North from Power House,Irrigation,1914,"This image of the Mercedes Main Canal was taken from the Mercedes Power Station near the intersection of North Illinois and North Capisallo streets. Look closely to see the outlet channeling water under the railroad tracks. This layout has not changed much in over 100 years. The Electric Power Plant structure is still standing in Mercedes, but it is no longer in use. The Main Canal, on the other hand, is still in use, providing water for agriculture in the Mercedes area. It now extends north for about 14 miles from the Rio Grande River.[24]"
F007,5347,90,TexSun Company near Mercedes Juice Produced Juices from Valley Citrus,Industry,1950,"The TexSun Company near Mercedes produced orange and grapefruit Juice for consumers across the United States. According to the historic marker at the former site:  The citrus industry was an integral part of the Rio Grande Valley economy in the 20th century.  In 1932, valley citrus producers formed the Rio Grande Valley Citrus Exchange. The exchange began production under the labels of TexSun and TexMaid, and later had a box company, juicing and canning facilities, and a dehydration plant for citrus pulp-based cattle feed.  Texsun became a public corporation in 1956. The plant ceased operations in 1991. [92] Today, the Citrus World Corporation produces juice with the TexSun name today from citrus grown in Florida and Mexico."
U005,5539,90,Mercedes Ginning Company Was Located at Old 83 and Main Canal,Agriculture,1916,"This postcard shows a complex of buildings including Mercedes Canning Company and Mercedes Cotton Ginning.  The smokestack in the distance is  at the Mercedes Power Plant. These production plants were located adjacent to the railroad for ease in shipping.  At one time there were three cotton gins in Mercedes and ginning season in late summer was a busy time. 

Note that there are interesting posters advertising a fair from January 8 to 17. One of the posters has a picture of any early airplane, so perhaps the fair featured an aerial show.  It is not clear whether this complex of buildings is standing today. They may be among the building at the Water Treatment Plant on Illinois Street."
Q002,5337,91,Many Mercedes Residents Worked For Texsun Juice Plant,Industry,1949,"This is an advertisement postcard for the Texsun Juice Company. The company produced juice from Valley citrus oranges and grapefruits from the 1930s until 1991. The citrus processing plant was located between Mercedes and Weslaco at one time.  Families living near the plant recall the ever-present scent of oranges and grapefruits being processed and the sound of boilers running 24 hours a day.

Texsun Juice Company was a major employer in the area until the late 1980s. In order to save money and increase profits, farmers began to grow less labor-intensive crops such as grain, cotton, and sugarcane instead of citrus. As a result of reduced citrus production, the company eventually closed."
O102,none,95,"El Quartel, Soldiers' Barracks at Camp Mercedes",Camp Mercedes,1917,"This postcard provides a view of United States Army Post Camp Mercedes. The camp was located at what is now 10th and Florida Streets in Mercedes, Texas.  Camp Mercedes and Camp Llano Grande, located outside the town, were home to 15,000 soldiers during World War I. [84] In his book - Mercedes, Recurerdos de Ayer - early Mercedes resident G.G. Garcia recounts hearing about the camp during his childhood.  He was told that his grandfather worked in 'el quartel' - the soldiers barracks - that were southeast of town. [92]

Image: Rio Grande Valley 20th Century Studio Photographs Collection, UTRGV Digital Library, The University of Texas – Rio Grande Valley. [89]"
L018,5356,100,Crop Dusters Spray Insecticides on Citrus Orchards near Mercedes,Agriculture,1940,"The postcard depicts an agricultural aircraft, commonly known as a crop duster, flying over a citrus orchard. The white cloud trailing the plane is a stream of insecticide. Crop dusting was first used in the Rio Grande Valley in 1928. After World War II, thousands of pilots were released from the military. Many wanted to continue flying, but few had airplanes. Some innovative pilots started aerial crop dusting businesses, which grew rapidly. Lloyd Nolen of Mercedes was one of them, running his business out of Central Valley Airport outside of Mercedes. Crop dusting became widely utilized for pest control in Valley orchards and fields. [79]"
Q011,5480,100,El Sombrero Restaurant was Mercedes  Gathering Place for Many Years,Entertainment,1960,"The El Sombrero Restaurant was known for its delicious enchiladas and steaks. Its function room was a popular gathering place for civic organizations and celebrations.  Wayne and Margaret Love owned and managed the restaurant for many years.  Their motto was 'Because you LOVE good food'.  The restaurant closed sometime in the 1980s and the structure has been demolished.   

The advertising copy on the back of the card says 'Located on the Lower Rio Grand Valley Main Street- Highway 83, Mercedes. Specializing in Charcoal Broiled Steaks and Mexican Food. Private Dining Rooms serving small groups or 200. Lunches - Food to go - Dinners - Seafoods l Nationally Famous Strawberry Pie. Telephone LO 5-2282. "
U015,5540,100,"Fort Brown Company L, Second Texas Camped at Mercedes City Park",Camp Mercedes,1917,"This postcard depicts the Second Texas Infantry, a National Guard unit stationed in McAllen, Texas.They traveled to participate in military exercises with Camp Mercedes troops. While there, they camped in the city park by the train station where this photograph was taken.

The local newspaper reported on their visit: 'Company L, Second Texas Infantry was organized in 1915. First active service when called out May 1916 and sent to the Mexican border, remaining until mustered out in March 23, 1917. Called into service again April 1, 1917. The company totals officers and men, 147.  The picture shows them in firing position and was posed in front of El Parado del Amor, one of the pretty parks in Mercedes.' [87]  Mercedes City Park was known by locals as 'El Parado del Amor, which translates to The Stop of Love, perhaps a reference to the adjacency of the park to the train station."
I010,5308,100,"Date Palms and Unpaved Street, North from Virginia Avenue and  5th",Nature,1930,"The postcard shows well-groomed Canary Island Date Palms (Phoenix canariensis) standing at the intersection of Virginia Avenue and 5th Street in Mercedes. Developers selected these palms over native species for their dramatic height, colorful yellow fruit, and romantic image. The species is an evergreen palm tree with a stout trunk topped with a rich green, rounded crown that frequently grows up to sixty feet tall. The palms pictured here are not mature.

However,  Canary Island Date Palms are susceptible to a number of  fungal diseases.  This majestic species that once dominated the  Rio Grande Valley skyline are now scarcely seen there. [77] Developers have since introduced many other species of palms to the area to replace it."
L023,5349,100,Mercedes High School Building Designed by Prominent Valley Architect in 1931,Schools,1940,"This classic school building, completed in 1931, was the last of several structures in the Mercedes area designed by architect R. Newell Waters. Like the Telephone Building, City Hall, and Hidalgo County Bank, which he also designed, it is constructed of red brick with stone inlays. It also features white columns, engraved arch doors, and ornamental cornices. [4] The nearly 100-year-old structure was originally a high school, then part of the junior high, and later served as a college preparatory high school. It served as Mercedes High School from 1931 until 1967, when it was replaced by a new high school. Today, the building still stands and serves various administrative purposes for the Mercedes School District."
A111,none,100,The First American Rio Grande Land & Irrigation Building,Industry,1907,"Very early postcard picture of the American Rio Grande Land and Irrigation Company offices, one of the first buildings in Mercedes. The unpaved road on the right later became Texas Avenue, and the building on the right is the Mercedes Hotel. Investors formed the American Rio Grande Land and Irrigation Company in 1905 to build the canal system and develop agricultural land.  It became the largest irrigation company in the Valley. The original office building seen here was was replaced by the one that still stands today at 2nd and Illinois Streets.  "
C002,5185,100,Mercedes Irrigation Pump Plant. View from Road,Irrigation,1928,"The Mercedes irrigation plant's large pumps lifted water out of the Rio Grande River. Gravity then propelled the water through the Main Canal and then on to agricultural fields. When the plant was first built in 1906, gasoline powered vehicles such as trucks and cars were not available. Materials for the plant were transported by a small railroad spur  and by  horses. In this photograph taken about 20 years after construction of the pump station there is a unpaved road and a car on the left."
R019,5467,100,Prarie School Home Features Strong Horizontal Lines,Homes,1920,"This home near Mercedes was built as a clubhouse to entertain potential land investors by Robert Ferry Stuart, a land developer.  The home resembles the  Spokane Model Aladdin Home which was introduced in the 1920 catalog. The Prairie School influence is evident in the Foursquare Spokane Kit Home. The home features a pyramidal roof, and there is a strong horizontal line in the wide, boxed eaves and stucco and lapped siding. The wide front porch carries the line as well.[39][40]"
L007,5320,100,"Whiskey, Wine and Coca-Cola Advertised on Texas Avenue and 4th in the 1940s",Downtown,1940,"Looking Northeast from Texas Avenue and 4th Street in Mercedes are several businesses in buildings that are still there today. The Whiskey and Wine building was the Vogue Ladies Store for several decades. Look closely at the photograph to see  a man changing the marquee at the State Theater, which was started by Amzi Stuart. His son Herald inherited the theater and kept it open until the 1960s.  

The First National Bank was founded around 1910 and moved to the corner of Texas and 2nd in the early 1960s. The Central Power & Light and Porter Telegram businesses are next.  The Shell Gas Station across the street has a sign for 'No Knock' gas  16 cents/gallon.  The addition of lead to gasoline as an antiknock agent was recognized as a serious health hazard and banned in the United States in the 1970s."
L020,5378,100,"Central Valley Airport Served Small Aircraft, Crop Dusters, and Historic Fighter Planes",Infrastructure,1950,"Central Valley Airport, a small airport just north of Mercedes, opened in the 1920s. In the late 1950s, Lloyd Nolen, a World War II pilot and Mercedes resident, purchased the airport. He established an organization that acquired and restored World War II fighter planes and other historic aircraft. They hosted annual air shows for many years. In 1963, Sports Illustrated Magazine described as: 'Out of the sun-bleached skies above the Rio Grande Valley comes the whine and snarl of aerial ghosts, a priceless handful of World War II fighter planes rescued from rusty oblivion by a group of nostalgic pilots. ' The organization later relocated to Dallas and became the Commemorative Air Force. The small airport still serves in the original location, now called  Old Reb Airport. [11] [21] [46] "
S004,5503,100,Camp Llano Grande Horse Stables,Camp Llano Grande,1916,"This postcard depicts the rows of horse stables at Camp Llano Grande in Mercedes. Enlisted soldiers' tents are located south of the railroad tracks, while the camp headquarters and commissary are located north of the tracks. Military horses were well-suited for traversing unpaved roads and rough terrain along the Rio Grande border. They were quite literally the workhorses, carrying soldiers, messengers, artillery, medical units, and supply wagons, in addition to their ceremonial duties in marches and military parades. [86]"
R007,5477,102,Later  View of Original American Rio Grande Land & Irrigation Building,Industry,1909,"This is a later view of the original American Rio Grande Land and Irrigation building, as seen from the north looking south. The Hotel Mercedes Annex building has been built next door, and the Mercedes Power Station is located in the distant left. A cluster of native Sabal Palms is in the foreground."
D002,,104,Original American-Rio Grande Irrigation Building,Industry,1920,"This building  was built in Mercedes around 1920  at the Northwest corner of Ohio and 2nd Streets. It   replaced the original red brick American Rio Grande Land and Irrigation Company.  In 1927, management of irrigation was transferred to Hidalgo and Cameron County Irrigation District 9, and the building became their office. "
I008,5311,105,Highway Truss Bridge Spans Wide Ravine in Mercedes Floodway,Infrastructure,1930,"This highway truss bridge was built with wooden planks and post supports. However, the caption's length measurement of 130078 feet is unlikely, as this would be almost 25 miles. The bridge's location is not labeled and is unknown. It appears to span a large ravine, which is likely the Arroyo Colorado. The bridge was most likely located on the west side of what is now Business Highway 83 entering Mercedes."
L005,,106,Later View of Relocated American Rio Grande Land & Irrigation Building,Industry,1940,"In 2009, Hidalgo and Cameron Counties Irrigation District 9 relocated its offices to FM Road 491, vacating this historic structure after 80 years of use. It remains standing and hopefully will be restored and repurposed one day. The front parapet pays homage to Mission Revival design, although the red brick building lacks other features characteristic of the style, such as stucco and arches."
R012,5479,110,Mercedes Canal System Was First to Use Man-Made Rock in Texas,Irrigation,1906,"Flumes are enclosed structures used to carry water over ravines or floodways. This concrete flume was built to carry Mercedes Main Canal water over the  Arroyo Colorado. It was the largest flume in the canal system.  The American Irrigation and Land Company was the first company in Texas to utilize concrete, or man-made rock as it was called by some.[24]"
F006,5340,110,Mercedes Community Library was Once Military Building,Infrastructure,1950,"After WWI,  many Camp Mercedes and Camp Llano Grande buildings were repurposed for civilian use. This postcard has a picture of a soldiers barracks which was moved from Camp Mercedes to 3rd Street and used as the public library and community building  until the Hector G. Garcia library was completed in 1970 . According to local historian G.G. Garcia, the public library had previously been housed in the Federated Building on Third Street. [92]  The old barracks are still in use today, but they now serve as multifamily housing. Some of the residences on Iowa Street or Mercedes, which are still occupied today, are also repurposed buildings from Camp Llano Grande."
L012,5377,110,Mesquite Tree on Texas Avenue of Mercedes ,Nature,1940,"A couple strolled down the sidewalk on Texas Avenue, passing young Canary Island Date Palms on the left and a large mesquite tree on the right. Mesquite trees flourish throughout South Texas, where they cover at least one-third of the land area. They were a major resource for desert-dwelling Native Americans, who used the trees for food, fuel, fertilizer, fence posts, and shade for livestock. Mercedes area ranchers considered mesquite trees to be both a blessing and a curse, due to their invasiveness. Today, mesquite remains a common species in the area and is  used for landscaping,  fencing and outdoor cooking.  [76]"
L006,5306,110,"Prosperous 40s Business Scene, South from Texas Avenue and  2nd",Downtown,1940,"Looking South from Texas Avenue and  2nd Street. Borderline Hardware, Baums Menswear, Beer Garden, three Coca Cola signs, boys on bikes and period automobiles.  Although this is the main downtown intersection, there is no traffic light.  The upper right green area is the lawn of the Mercedes Hotel, and the lower green area is the Mercedes City Park. Look closely to see four separate Coca Cola signs on the left side of the street. There is a Beer Garden to the right of Baums Mens Store,  and boys on bicycles on the right side. 

Traffic laws in Mercedes were not enforced until 1930, and no tickets were issued until 1939. Parking meters were installed in 1946. [27]  In this photograph, there are no traffic lights or parking meters. A litter barrel is seen on the right side of the street."
